  1.00000000e+00   5.00000000e-05   1.03875242e+00   5.00000000e-05   9.83595882e-01   5.00000000e-05   2.44383620e-01
  2.00000000e+00   1.00000000e-04   2.07750484e+00   1.00000000e-04   1.96719176e+00   1.00000000e-04   4.88767240e-01
  3.00000000e+00   1.50000000e-04   3.11625727e+00   1.50000000e-04   2.95078765e+00   1.50000000e-04   7.33150860e-01
  4.00000000e+00   2.00000000e-04   4.15500969e+00   2.00000000e-04   3.93438353e+00   2.00000000e-04   9.77534480e-01
  5.00000000e+00   2.50000000e-04   5.19376211e+00   2.50000000e-04   4.91797941e+00   2.50000000e-04   1.22191810e+00
  6.00000000e+00   3.00000000e-04   6.23251453e+00   3.00000000e-04   5.90157529e+00   3.00000000e-04   1.46630172e+00
  7.00000000e+00   3.50000000e-04   7.27126695e+00   3.50000000e-04   6.88517118e+00   3.50000000e-04   1.71068534e+00
  8.00000000e+00   4.00000000e-04   8.31001937e+00   4.00000000e-04   7.86876706e+00   4.00000000e-04   1.95506896e+00
  9.00000000e+00   4.50000000e-04   9.34877180e+00   4.50000000e-04   8.85236294e+00   4.50000000e-04   2.19945258e+00
  1.00000000e+01   5.00000000e-04   1.03875242e+01   5.00000000e-04   9.83595882e+00   5.00000000e-04   2.44383620e+00
