  1.00000000e+00   0.00000000e+00   2.53747062e-01   5.00000000e-05   7.42988014e-01   2.50000000e-05   1.08693089e-01
  2.00000000e+00   0.00000000e+00   5.06432135e-01   1.00000000e-04   1.47311503e+00   5.00000000e-05   2.16616124e-01
  3.00000000e+00   0.00000000e+00   7.53156322e-01   1.50000000e-04   2.15940051e+00   7.50000000e-05   3.19599205e-01
  4.00000000e+00   0.00000000e+00   9.88523153e-01   2.00000000e-04   2.78549981e+00   1.00000000e-04   4.10071914e-01
  5.00000000e+00   0.00000000e+00   1.21302800e+00   2.50000000e-04   3.35808270e+00   1.25000000e-04   4.90428588e-01
  6.00000000e+00   0.00000000e+00   1.42781859e+00   3.00000000e-04   3.88578594e+00   1.50000000e-04   5.62666263e-01
  7.00000000e+00   0.00000000e+00   1.63353742e+00   3.50000000e-04   4.37303551e+00   1.75000000e-04   6.27791365e-01
  8.00000000e+00   0.00000000e+00   1.83060233e+00   4.00000000e-04   4.82353458e+00   2.00000000e-04   6.86767667e-01
  9.00000000e+00   0.00000000e+00   2.01978821e+00   4.50000000e-04   5.23948063e+00   2.25000000e-04   7.40283733e-01
  1.00000000e+01   0.00000000e+00   2.20093641e+00   5.00000000e-04   5.62066178e+00   2.50000000e-04   7.89053549e-01
  1.10000000e+01   0.00000000e+00   2.37396047e+00   5.50000000e-04   5.96709078e+00   2.75000000e-04   8.33352545e-01
  1.20000000e+01   0.00000000e+00   2.53929841e+00   6.00000000e-04   6.28193739e+00   3.00000000e-04   8.73860337e-01
  1.30000000e+01   0.00000000e+00   2.69728632e+00   6.50000000e-04   6.56833192e+00   3.25000000e-04   9.10966166e-01
  1.40000000e+01   0.00000000e+00   2.84819752e+00   7.00000000e-04   6.83011815e+00   3.50000000e-04   9.44360186e-01
  1.50000000e+01   0.00000000e+00   2.99222092e+00   7.50000000e-04   7.06905096e+00   3.75000000e-04   9.74215015e-01
  1.60000000e+01   0.00000000e+00   3.12955347e+00   8.00000000e-04   7.28730021e+00   4.00000000e-04   1.00061387e+00
  1.70000000e+01   0.00000000e+00   3.26038212e+00   8.50000000e-04   7.48645745e+00   4.25000000e-04   1.02363552e+00
  1.80000000e+01   0.00000000e+00   3.38476743e+00   9.00000000e-04   7.66837018e+00   4.50000000e-04   1.04344537e+00
  1.90000000e+01   0.00000000e+00   3.50319163e+00   9.50000000e-04   7.83430636e+00   4.75000000e-04   1.06044128e+00
  2.00000000e+01   0.00000000e+00   3.61582963e+00   1.00000000e-03   7.98570026e+00   5.00000000e-04   1.07463191e+00
  2.10000000e+01   0.00000000e+00   3.72279972e+00   1.05000000e-03   8.12357432e+00   5.25000000e-04   1.08643977e+00
  2.20000000e+01   0.00000000e+00   3.82407224e+00   1.10000000e-03   8.24834493e+00   5.50000000e-04   1.09574686e+00
  2.30000000e+01   0.00000000e+00   3.92005776e+00   1.15000000e-03   8.36169053e+00   5.75000000e-04   1.10312230e+00
